Legajo;Genero;Yr_ingreso;Yr_nacimiento;Edad_hoy;Edad_al_ingreso;Cantidad_de_hijos;Distancia_al_trabajo;Trabajo_flexible;Egreso_de_la_empresa;Nivel_formacion
141268;Hombre;2013;1989;30;24;0;5.00;Si;Si;Uni com
141269;Mujer;2013;1991;28;22;2;37.00;Si;No;Sec com
141270;Hombre;2013;1984;35;29;3;15.00;No;Si;Prim com
141271;Hombre;2013;1976;43;37;1;64.00;No;Si;Uni com
141272;Mujer;2013;1982;37;31;3;30.00;Si;Si;Uni com
141273;Mujer;2013;1982;37;31;3;33.00;Si;Si;Uni com
141274;Hombre;2013;1977;42;36;4;24.00;No;Si;Prim inc
141275;Mujer;2013;1985;34;28;2;67.00;Si;No;Prim inc
141276;Mujer;2013;1991;28;22;1;26.00;Si;No;Uni com
141277;Mujer;2013;1990;29;23;1;48.00;No;No;Uni com
141278;Mujer;2013;1976;43;37;4;66.00;Si;No;Sec com
141279;Mujer;2013;1989;30;24;0;43.00;No;No;Uni com
141280;Mujer;2013;1990;29;23;3;69.00;No;No;Prim inc
141281;Mujer;2013;1981;38;32;3;14.00;Si;No;Sec com
141282;Hombre;2013;1978;41;35;0;75.00;No;Si;Prim com
141283;Mujer;2013;1990;29;23;0;67.00;Si;Si;Prim inc
141284;Mujer;2013;1988;31;25;0;12.00;Si;No;Uni com
141285;Mujer;2013;1986;33;27;1;43.00;Si;Si;Uni com
141286;Mujer;2013;1979;40;34;0;39.00;Si;No;Prim inc
141287;Mujer;2013;1982;37;31;0;75.00;No;No;Sec com
141288;Mujer;2013;1980;39;33;4;57.00;No;No;Prim inc
141289;Hombre;2013;1979;40;34;0;58.00;No;Si;Prim com
141290;Hombre;2013;1981;38;32;4;26.00;No;Si;Prim inc
141291;Mujer;2013;1988;31;25;0;31.00;Si;No;Prim inc
141292;Hombre;2013;1985;34;28;1;71.00;No;Si;Sec com
141293;Mujer;2013;1983;36;30;0;19.00;Si;No;Prim com
141294;Mujer;2013;1982;37;31;4;64.00;No;No;Uni com
141295;Hombre;2013;1991;28;22;1;26.00;No;Si;Prim com
141296;Mujer;2013;1981;38;32;2;75.00;No;No;Prim com
141297;Mujer;2013;1977;42;36;4;29.00;Si;No;Prim com
141298;Mujer;2013;1981;38;32;1;54.00;No;No;Prim com
141299;Mujer;2013;1977;42;36;2;15.00;Si;No;Prim inc
141300;Mujer;2013;1977;42;36;0;69.00;No;No;Prim com
141301;Mujer;2013;1986;33;27;1;31.00;Si;Si;Uni com
141302;Hombre;2013;1982;37;31;4;16.00;No;Si;Sec com
141303;Hombre;2013;1985;34;28;0;2.00;No;Si;Sec com
141304;Mujer;2013;1978;41;35;2;67.00;Si;Si;Prim inc
141305;Hombre;2013;1985;34;28;2;49.00;No;Si;Sec com
141306;Hombre;2013;1978;41;35;4;69.00;No;Si;Prim com
141307;Mujer;2013;1985;34;28;2;52.00;No;No;Prim com
141308;Hombre;2013;1986;33;27;2;3.00;No;Si;Sec com
141309;Hombre;2013;1980;39;33;2;39.00;No;Si;Uni com
141310;Hombre;2013;1982;37;31;0;41.00;No;Si;Prim com
141311;Mujer;2013;1976;43;37;0;71.00;Si;Si;Prim com
141312;Hombre;2013;1984;35;29;2;33.00;No;Si;Prim com
141313;Hombre;2013;1989;30;24;2;3.00;No;Si;Sec com
141314;Mujer;2013;1983;36;30;1;69.00;Si;Si;Prim inc
141315;Hombre;2013;1991;28;22;1;10.00;Si;Si;Uni com
141316;Hombre;2013;1976;43;37;2;30.00;No;Si;Uni com
141317;Mujer;2013;1976;43;37;3;61.00;Si;No;Uni com
141318;Mujer;2013;1981;38;32;3;33.00;No;Si;Prim com
141319;Mujer;2013;1976;43;37;0;29.00;Si;No;Sec com
141320;Mujer;2013;1987;32;26;0;53.00;No;Si;Prim inc
141321;Mujer;2013;1983;36;30;2;29.00;No;Si;Prim com
141322;Mujer;2013;1989;30;24;1;71.00;No;Si;Prim inc
141323;Mujer;2013;1982;37;31;1;53.00;No;No;Sec com
141324;Mujer;2013;1986;33;27;2;55.00;Si;No;Prim com
141325;Hombre;2013;1979;40;34;4;69.00;Si;No;Prim inc
141326;Hombre;2013;1984;35;29;0;1.00;No;Si;Prim inc
141327;Hombre;2013;1985;34;28;1;59.00;Si;No;Sec com
141328;Mujer;2013;1979;40;34;0;24.00;Si;Si;Prim inc
141329;Mujer;2013;1989;30;24;3;36.00;Si;Si;Uni com
141330;Mujer;2013;1987;32;26;3;19.00;No;Si;Prim com
141331;Mujer;2013;1980;39;33;2;30.00;Si;Si;Sec com
141332;Mujer;2013;1990;29;23;3;55.00;No;Si;Prim inc
141333;Hombre;2013;1990;29;23;0;18.00;Si;No;Prim inc
141334;Hombre;2013;1981;38;32;2;51.00;Si;No;Prim com
141335;Mujer;2013;1979;40;34;4;75.00;No;Si;Prim inc
141336;Mujer;2013;1987;32;26;0;48.00;No;Si;Prim inc
141337;Hombre;2013;1987;32;26;1;7.00;Si;Si;Prim inc
141338;Mujer;2013;1986;33;27;1;49.00;No;No;Uni com
141339;Mujer;2013;1982;37;31;0;42.00;Si;Si;Prim inc
141340;Mujer;2013;1987;32;26;0;14.00;Si;Si;Prim inc
141341;Hombre;2013;1977;42;36;1;59.00;Si;No;Prim inc
141342;Hombre;2013;1987;32;26;2;24.00;Si;No;Prim inc
141343;Mujer;2013;1977;42;36;0;44.00;No;No;Uni com
141344;Hombre;2013;1981;38;32;1;5.00;No;Si;Prim inc
141345;Hombre;2013;1983;36;30;3;35.00;Si;No;Uni com
141346;Mujer;2013;1981;38;32;3;10.00;Si;Si;Uni com
141347;Hombre;2013;1976;43;37;2;4.00;No;Si;Sec com
141348;Hombre;2013;1978;41;35;4;45.00;Si;No;Sec com
141349;Mujer;2013;1977;42;36;0;24.00;No;No;Uni com
141350;Hombre;2013;1988;31;25;2;45.00;No;No;Sec com
141351;Hombre;2013;1983;36;30;0;6.00;Si;Si;Prim inc
141352;Mujer;2013;1984;35;29;2;46.00;No;Si;Prim com
141353;Hombre;2013;1986;33;27;0;1.00;Si;Si;Prim com
141354;Mujer;2013;1978;41;35;1;19.00;Si;Si;Sec com
141355;Hombre;2013;1983;36;30;2;22.00;Si;No;Prim com
141356;Mujer;2013;1976;43;37;2;45.00;Si;Si;Sec com
141357;Hombre;2013;1989;30;24;1;31.00;Si;Si;Prim inc
141358;Hombre;2013;1986;33;27;2;59.00;No;No;Sec com
141359;Hombre;2013;1976;43;37;0;59.00;No;No;Prim inc
141360;Hombre;2013;1983;36;30;3;4.00;Si;Si;Prim inc
141361;Mujer;2013;1990;29;23;3;23.00;No;Si;Uni com
141362;Hombre;2013;1988;31;25;3;75.00;No;No;Sec com
141363;Mujer;2013;1984;35;29;1;66.00;Si;No;Prim inc
141364;Hombre;2013;1991;28;22;0;37.00;No;Si;Uni com
141365;Mujer;2013;1982;37;31;0;69.00;Si;No;Uni com
141366;Mujer;2013;1988;31;25;1;30.00;Si;No;Uni com
141367;Hombre;2013;1976;43;37;1;59.00;No;No;Uni com
141368;Hombre;2013;1988;31;25;0;17.00;No;No;Prim inc
141369;Hombre;2013;1976;43;37;2;20.00;No;No;Prim inc
141370;Hombre;2013;1981;38;32;2;23.00;No;No;Sec com
141371;Hombre;2013;1977;42;36;4;56.00;No;Si;Prim inc
141372;Hombre;2013;1983;36;30;2;1.00;No;Si;Prim com
141373;Hombre;2013;1982;37;31;4;21.00;No;Si;Prim com
141374;Hombre;2013;1983;36;30;1;33.00;No;Si;Prim com
141375;Hombre;2013;1990;29;23;0;27.00;Si;Si;Sec com
141376;Hombre;2013;1980;39;33;1;72.00;No;No;Uni com
141377;Hombre;2013;1991;28;22;0;64.00;No;No;Uni com
141378;Hombre;2013;1982;37;31;1;56.00;No;Si;Prim com
141379;Hombre;2013;1979;40;34;2;2.00;Si;Si;Uni com
141380;Hombre;2013;1978;41;35;0;64.00;No;Si;Uni com
141381;Hombre;2013;1987;32;26;3;27.00;Si;Si;Sec com
141382;Mujer;2013;1990;29;23;0;28.00;Si;No;Prim com
141383;Hombre;2013;1979;40;34;3;41.00;No;No;Uni com
141384;Hombre;2013;1991;28;22;1;23.00;No;Si;Sec com
141385;Hombre;2013;1977;42;36;4;63.00;No;No;Prim inc
141386;Mujer;2013;1990;29;23;0;10.00;No;No;Prim com
141387;Mujer;2013;1989;30;24;0;19.00;Si;No;Sec com
141388;Hombre;2013;1989;30;24;1;40.00;No;No;Uni com
141389;Mujer;2013;1991;28;22;0;47.00;No;No;Prim inc
141390;Hombre;2013;1978;41;35;3;68.00;No;Si;Prim com
141391;Hombre;2013;1985;34;28;1;70.00;Si;Si;Prim com
141392;Hombre;2013;1981;38;32;0;27.00;Si;Si;Uni com
141393;Hombre;2013;1990;29;23;3;25.00;No;Si;Prim inc
141394;Mujer;2013;1982;37;31;2;10.00;No;No;Sec com
141395;Hombre;2013;1983;36;30;0;57.00;Si;Si;Uni com
141396;Hombre;2013;1989;30;24;1;61.00;No;Si;Uni com
141397;Hombre;2013;1979;40;34;3;48.00;Si;Si;Uni com
141398;Hombre;2013;1983;36;30;1;66.00;Si;Si;Uni com
141399;Mujer;2013;1985;34;28;0;69.00;No;No;Sec com
141400;Hombre;2013;1983;36;30;3;33.00;No;Si;Uni com
141401;Hombre;2013;1977;42;36;1;48.00;Si;Si;Sec com
141402;Mujer;2013;1987;32;26;0;51.00;Si;No;Prim com
141403;Hombre;2013;1980;39;33;3;7.00;No;Si;Prim com
141404;Mujer;2013;1983;36;30;1;51.00;No;Si;Sec com
141405;Mujer;2013;1978;41;35;0;32.00;No;Si;Prim com
141406;Mujer;2013;1977;42;36;0;64.00;No;No;Uni com
141407;Mujer;2013;1989;30;24;1;41.00;No;No;Prim inc
141408;Mujer;2013;1981;38;32;2;5.00;Si;No;Prim com
141409;Mujer;2013;1990;29;23;1;63.00;No;No;Prim com
141410;Mujer;2013;1980;39;33;2;30.00;No;No;Prim com
141411;Mujer;2013;1985;34;28;0;63.00;No;Si;Prim inc
141412;Mujer;2013;1976;43;37;0;51.00;No;Si;Prim inc
141413;Mujer;2013;1985;34;28;0;56.00;No;No;Uni com
141414;Mujer;2013;1982;37;31;0;14.00;Si;No;Sec com
141415;Mujer;2013;1988;31;25;3;1.00;Si;No;Prim inc
141416;Hombre;2013;1983;36;30;2;3.00;No;Si;Uni com
141417;Mujer;2013;1981;38;32;0;36.00;Si;No;Prim com
141418;Mujer;2013;1981;38;32;2;21.00;No;Si;Uni com
141419;Mujer;2013;1986;33;27;0;15.00;Si;No;Prim inc
141420;Mujer;2013;1984;35;29;0;50.00;Si;No;Sec com
141421;Mujer;2013;1984;35;29;1;19.00;Si;No;Prim com
141422;Mujer;2013;1985;34;28;1;10.00;No;No;Prim inc
141423;Mujer;2013;1983;36;30;3;33.00;No;Si;Prim com
141424;Mujer;2013;1982;37;31;1;50.00;No;No;Prim com
141425;Hombre;2013;1982;37;31;1;61.00;Si;Si;Uni com
141426;Mujer;2013;1982;37;31;1;30.00;Si;No;Sec com
141427;Mujer;2013;1985;34;28;2;59.00;Si;No;Prim inc
141428;Mujer;2013;1984;35;29;2;50.00;No;Si;Sec com
141429;Mujer;2013;1981;38;32;0;29.00;Si;No;Prim com
141430;Mujer;2013;1983;36;30;0;28.00;No;No;Uni com
141431;Hombre;2013;1977;42;36;1;43.00;Si;Si;Uni com
141432;Mujer;2013;1976;43;37;1;42.00;No;No;Sec com
141433;Mujer;2013;1989;30;24;2;64.00;No;Si;Uni com
141434;Hombre;2013;1976;43;37;2;56.00;Si;Si;Prim com
141435;Mujer;2013;1978;41;35;0;17.00;No;No;Sec com
141436;Hombre;2013;1982;37;31;4;26.00;Si;Si;Sec com
141437;Mujer;2013;1981;38;32;0;27.00;No;No;Uni com
141438;Mujer;2013;1986;33;27;0;8.00;Si;No;Sec com
141439;Mujer;2013;1980;39;33;0;6.00;Si;No;Sec com
141440;Mujer;2013;1976;43;37;4;60.00;No;No;Uni com
141441;Mujer;2013;1982;37;31;2;5.00;Si;No;Sec com
141442;Hombre;2013;1986;33;27;0;42.00;Si;Si;Prim com
141443;Mujer;2013;1989;30;24;1;43.00;No;No;Prim inc
141444;Mujer;2013;1985;34;28;0;47.00;No;Si;Prim inc
141445;Hombre;2013;1980;39;33;2;53.00;Si;Si;Prim inc
141446;Mujer;2013;1981;38;32;1;39.00;Si;No;Uni com
141447;Mujer;2013;1982;37;31;1;22.00;Si;No;Prim inc
141448;Mujer;2013;1988;31;25;2;56.00;No;Si;Prim com
141449;Mujer;2013;1987;32;26;3;13.00;No;Si;Prim inc
141450;Mujer;2013;1985;34;28;0;36.00;No;No;Uni com
141451;Hombre;2013;1991;28;22;3;11.00;Si;No;Sec com
141452;Hombre;2013;1991;28;22;2;61.00;No;No;Prim inc
141453;Hombre;2013;1980;39;33;0;70.00;Si;Si;Uni com
141454;Hombre;2013;1987;32;26;1;5.00;No;Si;Uni com
141455;Mujer;2013;1991;28;22;0;19.00;No;Si;Prim com
141456;Hombre;2013;1977;42;36;1;23.00;No;No;Sec com
141457;Hombre;2013;1985;34;28;1;66.00;Si;Si;Sec com
141458;Mujer;2013;1985;34;28;2;30.00;No;Si;Prim inc
141459;Mujer;2013;1988;31;25;0;16.00;No;Si;Prim inc
141460;Mujer;2013;1990;29;23;1;19.00;No;Si;Prim com
141461;Hombre;2013;1988;31;25;2;64.00;Si;No;Uni com
141462;Hombre;2013;1978;41;35;1;16.00;Si;No;Sec com
141463;Hombre;2013;1987;32;26;1;1.00;No;Si;Uni com
141464;Hombre;2013;1986;33;27;0;12.00;Si;No;Sec com
141465;Hombre;2013;1991;28;22;0;75.00;Si;No;Prim com
141466;Hombre;2013;1987;32;26;0;65.00;Si;No;Prim inc
141467;Hombre;2013;1991;28;22;1;16.00;Si;No;Prim inc
141468;Hombre;2013;1984;35;29;0;5.00;No;Si;Prim com
141469;Mujer;2013;1976;43;37;1;33.00;No;Si;Prim inc
141470;Hombre;2013;1979;40;34;3;21.00;Si;No;Prim inc
141471;Hombre;2013;1976;43;37;4;48.00;Si;No;Sec com
141472;Mujer;2013;1988;31;25;1;49.00;No;Si;Prim inc
141473;Hombre;2013;1979;40;34;1;68.00;No;Si;Prim com
141474;Hombre;2013;1976;43;37;4;21.00;Si;No;Prim com
141475;Hombre;2013;1987;32;26;1;63.00;No;No;Sec com
141476;Hombre;2013;1976;43;37;1;18.00;No;Si;Sec com
141477;Hombre;2013;1979;40;34;4;6.00;Si;No;Prim com
141478;Hombre;2013;1987;32;26;0;42.00;No;Si;Sec com
141479;Hombre;2013;1978;41;35;4;63.00;No;No;Uni com
141480;Hombre;2013;1987;32;26;1;61.00;No;Si;Prim com
141481;Hombre;2013;1988;31;25;1;70.00;No;No;Prim com
141482;Hombre;2013;1985;34;28;0;25.00;No;Si;Sec com
141483;Hombre;2013;1985;34;28;2;10.00;Si;Si;Prim inc
141484;Hombre;2013;1987;32;26;1;30.00;No;Si;Sec com
141485;Hombre;2013;1985;34;28;0;35.00;Si;No;Prim inc
141486;Hombre;2013;1980;39;33;0;63.00;No;Si;Prim inc
141487;Hombre;2013;1991;28;22;2;17.00;No;Si;Uni com
141488;Hombre;2013;1989;30;24;0;49.00;No;Si;Uni com
141489;Mujer;2013;1986;33;27;0;70.00;Si;No;Uni com
141490;Mujer;2013;1990;29;23;0;36.00;Si;No;Uni com
141491;Hombre;2013;1976;43;37;0;73.00;Si;Si;Uni com
141492;Hombre;2013;1985;34;28;0;30.00;No;Si;Prim inc
141493;Hombre;2013;1976;43;37;1;73.00;No;Si;Uni com
141494;Hombre;2013;1991;28;22;0;34.00;Si;Si;Prim com
141495;Hombre;2013;1977;42;36;2;44.00;Si;Si;Prim inc
141496;Hombre;2013;1977;42;36;2;31.00;Si;Si;Prim com
141497;Hombre;2013;1985;34;28;0;50.00;No;Si;Prim com
141498;Mujer;2013;1979;40;34;0;4.00;No;No;Uni com
141499;Hombre;2013;1980;39;33;0;26.00;No;Si;Prim com
141500;Hombre;2013;1983;36;30;0;6.00;Si;Si;Uni com
141501;Hombre;2013;1977;42;36;1;22.00;Si;Si;Prim inc
141502;Hombre;2013;1988;31;25;2;15.00;Si;Si;Prim com
141503;Hombre;2013;1982;37;31;0;35.00;Si;Si;Prim com
141504;Hombre;2013;1977;42;36;4;63.00;No;No;Prim com
141505;Mujer;2013;1987;32;26;0;45.00;Si;No;Prim com
141506;Hombre;2013;1984;35;29;1;37.00;No;Si;Prim inc
141507;Mujer;2013;1990;29;23;2;11.00;Si;No;Prim com
141508;Hombre;2013;1978;41;35;2;57.00;No;Si;Prim com
141509;Mujer;2013;1983;36;30;0;63.00;Si;No;Prim com
141510;Hombre;2013;1979;40;34;4;30.00;No;Si;Sec com
141511;Hombre;2013;1978;41;35;0;50.00;No;No;Sec com
141512;Hombre;2013;1976;43;37;4;31.00;No;Si;Prim inc
141513;Hombre;2013;1987;32;26;1;63.00;No;No;Sec com
141514;Mujer;2013;1983;36;30;1;75.00;Si;No;Prim com
141515;Hombre;2013;1982;37;31;3;11.00;Si;Si;Uni com
141516;Mujer;2013;1978;41;35;3;57.00;Si;No;Prim inc
141517;Hombre;2013;1979;40;34;1;32.00;No;Si;Prim inc
141518;Mujer;2013;1981;38;32;2;14.00;No;Si;Sec com
141519;Mujer;2013;1990;29;23;0;50.00;Si;No;Sec com
141520;Mujer;2013;1978;41;35;3;54.00;Si;No;Prim com
141521;Mujer;2013;1980;39;33;1;52.00;No;Si;Uni com
141522;Mujer;2013;1990;29;23;0;74.00;Si;No;Prim inc
141523;Mujer;2013;1976;43;37;3;28.00;Si;No;Prim inc
141524;Mujer;2013;1989;30;24;1;24.00;Si;No;Sec com
141525;Mujer;2013;1978;41;35;1;16.00;No;Si;Sec com
141526;Mujer;2013;1990;29;23;2;7.00;Si;No;Sec com
141527;Mujer;2013;1978;41;35;1;47.00;No;Si;Prim com
141528;Hombre;2013;1978;41;35;2;64.00;Si;Si;Prim com
141529;Hombre;2013;1977;42;36;2;4.00;Si;Si;Prim inc
141530;Hombre;2013;1987;32;26;0;45.00;No;No;Sec com
141531;Hombre;2013;1982;37;31;1;7.00;No;Si;Prim com
141532;Hombre;2013;1984;35;29;0;28.00;Si;Si;Uni com
141533;Hombre;2013;1978;41;35;1;64.00;Si;Si;Prim com
141534;Mujer;2013;1979;40;34;0;47.00;No;Si;Sec com
141535;Mujer;2013;1988;31;25;2;11.00;Si;No;Uni com
141536;Mujer;2013;1978;41;35;3;28.00;Si;No;Prim inc
141537;Mujer;2013;1987;32;26;2;51.00;No;Si;Prim com
141538;Hombre;2013;1980;39;33;0;9.00;No;Si;Sec com
141539;Hombre;2013;1990;29;23;0;73.00;No;No;Uni com
141540;Mujer;2013;1976;43;37;4;17.00;Si;No;Prim com
141541;Mujer;2013;1989;30;24;3;68.00;No;Si;Prim com
141542;Hombre;2013;1986;33;27;1;1.00;Si;Si;Prim com
141543;Hombre;2013;1978;41;35;1;14.00;Si;Si;Prim inc
141544;Hombre;2013;1987;32;26;2;2.00;No;Si;Prim com
141545;Mujer;2013;1982;37;31;3;53.00;Si;No;Sec com
141546;Hombre;2013;1976;43;37;0;26.00;No;No;Uni com
141547;Hombre;2013;1984;35;29;0;19.00;No;No;Sec com
141548;Mujer;2013;1982;37;31;2;61.00;Si;No;Prim inc
141549;Hombre;2013;1989;30;24;0;5.00;No;Si;Sec com
141550;Hombre;2013;1985;34;28;0;60.00;No;No;Prim inc
141551;Hombre;2013;1985;34;28;0;41.00;No;No;Uni com
141552;Hombre;2013;1985;34;28;3;71.00;Si;Si;Prim inc
141553;Hombre;2013;1984;35;29;0;71.00;Si;Si;Prim com
141554;Hombre;2013;1990;29;23;0;5.00;No;Si;Prim inc
141555;Mujer;2013;1979;40;34;3;28.00;Si;No;Sec com
141556;Hombre;2013;1989;30;24;1;4.00;No;Si;Uni com
141557;Mujer;2013;1979;40;34;3;7.00;Si;No;Prim com
141558;Mujer;2013;1984;35;29;0;25.00;No;Si;Prim com
141559;Mujer;2013;1979;40;34;1;63.00;Si;Si;Prim inc
141560;Mujer;2013;1983;36;30;0;74.00;Si;No;Prim inc
141561;Hombre;2013;1986;33;27;0;7.00;No;Si;Sec com
141562;Mujer;2013;1980;39;33;2;44.00;No;Si;Sec com
141563;Hombre;2013;1979;40;34;4;69.00;No;No;Prim inc
141564;Mujer;2013;1977;42;36;2;73.00;Si;No;Uni com
141565;Mujer;2013;1991;28;22;0;27.00;No;Si;Uni com
141566;Mujer;2013;1976;43;37;3;68.00;No;Si;Uni com
141567;Hombre;2013;1990;29;23;2;68.00;No;No;Sec com
141568;Hombre;2013;1982;37;31;2;46.00;No;No;Sec com
141569;Mujer;2013;1981;38;32;2;37.00;Si;No;Prim inc
141570;Hombre;2013;1981;38;32;0;33.00;No;No;Prim inc
141571;Mujer;2013;1976;43;37;4;58.00;Si;Si;Prim inc
141572;Mujer;2013;1988;31;25;1;68.00;Si;Si;Prim inc
141573;Mujer;2013;1988;31;25;0;31.00;Si;Si;Uni com
141574;Mujer;2013;1983;36;30;3;24.00;Si;Si;Sec com
141575;Mujer;2013;1977;42;36;0;45.00;No;Si;Uni com
141576;Mujer;2013;1991;28;22;2;68.00;Si;Si;Prim inc
141577;Mujer;2013;1990;29;23;2;70.00;No;Si;Prim com
141578;Mujer;2013;1981;38;32;0;74.00;Si;Si;Prim com
141579;Mujer;2013;1978;41;35;1;67.00;Si;No;Prim inc
141580;Mujer;2013;1978;41;35;3;74.00;No;Si;Prim com
141581;Hombre;2013;1983;36;30;1;29.00;No;No;Sec com
141582;Hombre;2013;1989;30;24;1;1.00;No;Si;Uni com
141583;Hombre;2013;1982;37;31;0;53.00;No;No;Prim inc
141584;Hombre;2013;1990;29;23;1;8.00;No;Si;Uni com
141585;Mujer;2013;1984;35;29;1;18.00;No;Si;Prim com
141586;Hombre;2013;1985;34;28;0;13.00;No;No;Prim com
141587;Mujer;2013;1976;43;37;2;38.00;No;No;Prim inc
141588;Mujer;2013;1986;33;27;3;23.00;Si;No;Prim inc
141589;Mujer;2013;1985;34;28;3;38.00;No;No;Prim inc
141590;Mujer;2013;1984;35;29;3;25.00;Si;Si;Prim inc
141591;Mujer;2013;1991;28;22;0;14.00;Si;No;Prim inc
141592;Mujer;2013;1981;38;32;1;19.00;Si;Si;Sec com
141593;Hombre;2013;1977;42;36;2;8.00;No;Si;Uni com
141594;Mujer;2013;1978;41;35;0;72.00;No;Si;Prim inc
141595;Mujer;2013;1984;35;29;2;18.00;Si;No;Sec com
141596;Mujer;2013;1991;28;22;2;72.00;Si;Si;Uni com
141597;Mujer;2013;1983;36;30;0;39.00;Si;Si;Prim inc
141598;Mujer;2013;1988;31;25;2;60.00;No;No;Sec com
141599;Mujer;2013;1984;35;29;3;52.00;Si;Si;Prim com
141600;Mujer;2013;1983;36;30;0;32.00;No;Si;Sec com
141601;Mujer;2013;1982;37;31;0;22.00;Si;No;Prim inc
141602;Mujer;2013;1983;36;30;1;1.00;Si;Si;Prim com
141603;Hombre;2013;1991;28;22;1;54.00;No;Si;Prim com
141604;Mujer;2013;1983;36;30;0;60.00;Si;Si;Uni com
141605;Mujer;2013;1991;28;22;1;16.00;Si;No;Sec com
141606;Mujer;2013;1990;29;23;1;58.00;No;No;Uni com
141607;Hombre;2013;1981;38;32;2;57.00;No;Si;Sec com
141608;Hombre;2013;1984;35;29;2;33.00;No;Si;Prim com
141609;Hombre;2013;1978;41;35;4;33.00;No;Si;Prim com
141610;Mujer;2013;1991;28;22;0;24.00;Si;No;Prim com
141611;Hombre;2013;1987;32;26;0;31.00;No;Si;Prim inc
141612;Mujer;2013;1976;43;37;4;27.00;Si;Si;Sec com
141613;Mujer;2013;1981;38;32;4;45.00;Si;No;Prim inc
141614;Hombre;2013;1980;39;33;2;10.00;No;Si;Prim inc
141615;Mujer;2013;1980;39;33;1;49.00;Si;No;Sec com
141616;Mujer;2013;1986;33;27;0;46.00;Si;No;Sec com
141617;Mujer;2013;1978;41;35;0;36.00;Si;No;Prim inc
141618;Mujer;2013;1981;38;32;3;59.00;No;No;Prim inc
141619;Mujer;2013;1979;40;34;4;36.00;No;No;Prim inc
141620;Hombre;2013;1980;39;33;1;37.00;No;Si;Prim com
141621;Hombre;2013;1983;36;30;2;6.00;Si;Si;Uni com
141622;Hombre;2013;1979;40;34;1;2.00;Si;Si;Sec com
141623;Mujer;2013;1976;43;37;0;72.00;Si;No;Prim com
141624;Mujer;2013;1978;41;35;4;34.00;Si;Si;Prim inc
141625;Mujer;2013;1984;35;29;0;53.00;Si;No;Uni com
141626;Hombre;2013;1989;30;24;1;18.00;Si;Si;Prim inc
141627;Hombre;2013;1977;42;36;2;44.00;No;Si;Prim com
141628;Mujer;2013;1979;40;34;2;58.00;Si;No;Sec com
141629;Mujer;2013;1984;35;29;2;70.00;No;No;Sec com
141630;Hombre;2013;1989;30;24;0;5.00;Si;Si;Sec com
141631;Mujer;2013;1976;43;37;3;65.00;Si;No;Uni com
141632;Hombre;2013;1982;37;31;0;14.00;Si;No;Prim inc
141633;Hombre;2013;1981;38;32;0;29.00;No;Si;Prim com
141634;Mujer;2013;1987;32;26;1;5.00;Si;No;Sec com
141635;Hombre;2013;1977;42;36;2;59.00;Si;No;Prim com
141636;Hombre;2013;1982;37;31;3;29.00;Si;Si;Sec com
141637;Hombre;2013;1981;38;32;1;27.00;No;Si;Sec com
141638;Hombre;2013;1979;40;34;3;21.00;No;Si;Prim com
141639;Hombre;2013;1981;38;32;1;45.00;Si;No;Prim inc
141640;Hombre;2013;1978;41;35;2;44.00;No;Si;Prim com
141641;Mujer;2013;1987;32;26;3;48.00;No;No;Sec com
141642;Hombre;2013;1978;41;35;2;17.00;Si;No;Uni com
141643;Mujer;2013;1985;34;28;0;58.00;No;No;Prim inc
141644;Hombre;2013;1991;28;22;0;67.00;Si;Si;Sec com
141645;Hombre;2013;1988;31;25;1;69.00;Si;Si;Sec com
141646;Hombre;2013;1987;32;26;2;70.00;Si;No;Prim com
141647;Mujer;2013;1978;41;35;4;55.00;No;No;Prim inc
141648;Hombre;2013;1984;35;29;3;37.00;Si;Si;Uni com
141649;Mujer;2013;1986;33;27;3;66.00;No;No;Uni com
141650;Mujer;2013;1989;30;24;0;40.00;No;No;Uni com
141651;Hombre;2013;1983;36;30;3;75.00;Si;No;Prim com
141652;Hombre;2013;1980;39;33;2;74.00;Si;No;Prim com
141653;Hombre;2013;1989;30;24;0;71.00;No;Si;Prim com
141654;Hombre;2013;1982;37;31;2;39.00;Si;Si;Prim com
141655;Hombre;2013;1983;36;30;1;61.00;Si;No;Sec com
141656;Hombre;2013;1981;38;32;0;70.00;No;Si;Sec com
141657;Mujer;2013;1990;29;23;0;41.00;No;No;Sec com
141658;Hombre;2013;1984;35;29;1;68.00;No;Si;Uni com
141659;Hombre;2013;1977;42;36;1;60.00;Si;No;Uni com
141660;Hombre;2013;1987;32;26;2;20.00;Si;Si;Uni com
141661;Hombre;2013;1991;28;22;1;52.00;Si;Si;Prim inc
141662;Hombre;2013;1989;30;24;3;70.00;Si;Si;Prim com
141663;Hombre;2013;1980;39;33;4;20.00;Si;Si;Prim inc
141664;Hombre;2013;1988;31;25;1;9.00;Si;Si;Prim com
141665;Hombre;2013;1982;37;31;2;53.00;No;Si;Sec com
141666;Hombre;2013;1988;31;25;0;33.00;Si;No;Sec com
141667;Hombre;2013;1987;32;26;0;64.00;No;Si;Sec com
141668;Hombre;2013;1978;41;35;2;17.00;No;Si;Prim com
141669;Mujer;2013;1980;39;33;4;47.00;No;No;Prim com
141670;Mujer;2013;1986;33;27;2;51.00;No;No;Sec com
141671;Mujer;2013;1991;28;22;0;65.00;No;Si;Prim inc
141672;Mujer;2013;1986;33;27;2;34.00;No;Si;Prim inc
